trade_id,trade_date,settle_date,security_id,side,quantity,price,counterparty,book
T107572,2026-04-26,2026-04-26,HSBA.L,SELL,7334,281.16,UBS,EQ-HK
T107573,2026-04-19,2026-04-27,GOOG,SELL,4848,195.32,Morgan Stanley,EQ-NY
T107574,2026-04-19,2026-04-27,JPM,BUY,163,90.19,Barclays,EQ-LDN
T107575,2026-04-25,2026-04-27,GOOG,SELL,8321,138.75,Morgan Stanley,EQ-HK
T107576,2026-04-23,2026-04-27,GOOG,BUY,4752,407.39,Barclays,EQ-HK
T107577,2026-04-25,2026-04-26,JPM,SELL,6889,479.45,JP Morgan,EQ-HK
T107578,2026-04-23,2026-04-27,VOD.L,SELL,7283,116.8,Citi,EQ-NY
T107579,2026-04-17,2026-04-26,BAC,BUY,2425,356.46,UBS,EQ-NY
T107580,2026-04-20,2026-04-28,MSFT,SELL,5950,457.51,Goldman Sachs,EQ-LDN
T107581,2026-04-18,2026-04-28,JPM,SELL,4472,184.61,UBS,EQ-LDN
T107582,2026-04-19,2026-04-28,AMZN,BUY,6464,423.26,Barclays,EQ-HK
T107583,2026-04-18,2026-04-27,JPM,SELL,4865,457.22,Barclays,EQ-LDN
T107584,2026-04-19,2026-04-27,GS,SELL,7291,184.77,Citi,EQ-HK
T107585,2026-04-25,2026-04-27,GS,SELL,2979,75.53,JP Morgan,EQ-LDN
T107586,2026-04-20,2026-04-28,TSLA,BUY,2288,462.56,JP Morgan,EQ-NY
T107587,2026-04-25,2026-04-28,VOD.L,SELL,2881,198.72,UBS,EQ-NY
T107588,2026-04-25,2026-04-28,JPM,BUY,2245,56.18,Goldman Sachs,EQ-HK
T107589,2026-04-23,2026-04-28,BAC,BUY,375,263.71,Citi,EQ-LDN
T107590,2026-04-26,2026-04-26,VOD.L,BUY,1366,102.14,UBS,EQ-LDN
T107591,2026-04-22,2026-04-26,BAC,BUY,6676,455.77,Goldman Sachs,EQ-LDN
T107592,2026-04-21,2026-04-27,HSBA.L,SELL,4204,119.75,Morgan Stanley,EQ-HK
T107593,2026-04-18,2026-04-27,VOD.L,SELL,2419,186.99,Barclays,EQ-LDN
T107594,2026-04-17,2026-04-28,AAPL,BUY,131,405.7,Morgan Stanley,EQ-NY
T107595,2026-04-19,2026-04-26,AAPL,SELL,951,412.86,UBS,EQ-LDN
T107596,2026-04-25,2026-04-26,TSLA,SELL,8896,455.58,Goldman Sachs,EQ-NY
T107597,2026-04-26,2026-04-27,VOD.L,SELL,5968,273.83,Goldman Sachs,EQ-LDN
T107598,2026-04-25,2026-04-26,AAPL,SELL,7820,494.02,Morgan Stanley,EQ-HK
T107599,2026-04-20,2026-04-27,AAPL,SELL,1907,282.29,JP Morgan,EQ-HK
T107600,2026-04-23,2026-04-28,AMZN,SELL,6295,405.82,JP Morgan,EQ-LDN
T107601,2026-04-17,2026-04-28,GS,BUY,6431,212.86,Citi,EQ-LDN
T107602,2026-04-22,2026-04-27,MSFT,SELL,6163,473.58,Morgan Stanley,EQ-NY
T107603,2026-04-20,2026-04-28,GOOG,BUY,7511,358.26,JP Morgan,EQ-HK
T107604,2026-04-24,2026-04-28,JPM,SELL,3662,84.69,Goldman Sachs,EQ-LDN
T107605,2026-04-17,2026-04-26,AAPL,BUY,3298,98.83,UBS,EQ-HK
T107606,2026-04-25,2026-04-26,GOOG,SELL,4604,450.86,JP Morgan,EQ-HK
T107607,2026-04-20,2026-04-26,GOOG,BUY,8085,414.3,Citi,EQ-LDN
T107608,2026-04-22,2026-04-26,VOD.L,BUY,6834,198.54,Goldman Sachs,EQ-LDN
T107609,2026-04-26,2026-04-26,VOD.L,SELL,7089,284.72,Citi,EQ-LDN
T107610,2026-04-26,2026-04-27,JPM,SELL,3047,433.74,UBS,EQ-LDN
T107611,2026-04-18,2026-04-27,GS,BUY,4223,96.54,Goldman Sachs,EQ-NY
T107612,2026-04-22,2026-04-26,HSBA.L,SELL,4883,112.16,Barclays,EQ-LDN
T107613,2026-04-26,2026-04-28,GOOG,SELL,5699,371.99,UBS,EQ-NY
T107614,2026-04-20,2026-04-28,HSBA.L,SELL,171,86.99,Barclays,EQ-LDN
T107615,2026-04-18,2026-04-27,GS,SELL,9428,208.65,JP Morgan,EQ-HK
T107616,2026-04-26,2026-04-27,TSLA,BUY,5616,163.31,Citi,EQ-LDN
T107617,2026-04-17,2026-04-27,MSFT,SELL,8334,392.13,JP Morgan,EQ-NY
T107618,2026-04-23,2026-04-28,JPM,SELL,4460,51.1,Goldman Sachs,EQ-LDN
T107619,2026-04-24,2026-04-27,AMZN,SELL,1931,101.92,Morgan Stanley,EQ-LDN
T107620,2026-04-22,2026-04-28,GS,SELL,145,94.55,Goldman Sachs,EQ-HK
T107621,2026-04-20,2026-04-27,AAPL,BUY,8274,193.13,Citi,EQ-HK
T107622,2026-04-19,2026-04-28,HSBA.L,SELL,7492,154.62,Citi,EQ-NY
T107623,2026-04-25,2026-04-27,TSLA,SELL,6171,152.73,Citi,EQ-LDN
T107624,2026-04-20,2026-04-27,BAC,SELL,1775,216.68,Barclays,EQ-LDN
T107625,2026-04-26,2026-04-28,HSBA.L,BUY,7368,146.32,Citi,EQ-HK
T107626,2026-04-20,2026-04-27,GOOG,SELL,6481,97.8,UBS,EQ-NY
T107627,2026-04-19,2026-04-26,HSBA.L,BUY,6844,312.46,Morgan Stanley,EQ-LDN
T107628,2026-04-25,2026-04-28,AMZN,SELL,9561,478.28,Goldman Sachs,EQ-NY
T107629,2026-04-18,2026-04-27,GS,SELL,6934,323.22,Barclays,EQ-NY
T107630,2026-04-26,2026-04-28,AAPL,BUY,3123,390.66,Barclays,EQ-NY
T107631,2026-04-21,2026-04-27,AAPL,BUY,2890,487.48,JP Morgan,EQ-HK
T107632,2026-04-26,2026-04-26,BAC,SELL,6443,118.92,Goldman Sachs,EQ-HK
T107633,2026-04-24,2026-04-27,VOD.L,SELL,1112,256.91,Goldman Sachs,EQ-LDN
T107634,2026-04-21,2026-04-27,GOOG,SELL,4689,311.83,Citi,EQ-NY
T107635,2026-04-24,2026-04-26,GS,SELL,3607,194.95,Citi,EQ-NY
T107636,2026-04-19,2026-04-28,HSBA.L,SELL,4902,325.91,Barclays,EQ-NY
T107637,2026-04-22,2026-04-27,BAC,BUY,2171,330.72,Goldman Sachs,EQ-LDN
T107638,2026-04-25,2026-04-27,MSFT,SELL,7630,429.0,Citi,EQ-LDN
T107639,2026-04-23,2026-04-26,AMZN,BUY,2417,424.63,JP Morgan,EQ-NY
T107640,2026-04-18,2026-04-28,VOD.L,BUY,5447,114.13,Morgan Stanley,EQ-NY
T107641,2026-04-23,2026-04-28,VOD.L,SELL,2275,126.0,Barclays,EQ-NY
T107642,2026-04-17,2026-04-26,TSLA,SELL,2472,150.07,JP Morgan,EQ-LDN
T107643,2026-04-17,2026-04-26,TSLA,BUY,6902,167.55,JP Morgan,EQ-NY
T107644,2026-04-19,2026-04-27,MSFT,BUY,5325,304.02,UBS,EQ-NY
T107645,2026-04-22,2026-04-26,BAC,SELL,9752,197.37,Morgan Stanley,EQ-HK
T107646,2026-04-17,2026-04-26,JPM,BUY,6328,478.83,JP Morgan,EQ-NY
T107647,2026-04-26,2026-04-26,AMZN,BUY,5221,103.24,UBS,EQ-HK
T107648,2026-04-20,2026-04-28,BAC,BUY,8150,160.92,UBS,EQ-NY
T107649,2026-04-24,2026-04-26,GOOG,SELL,7832,440.74,Goldman Sachs,EQ-HK
T107650,2026-04-17,2026-04-27,AMZN,SELL,9756,312.95,Citi,EQ-HK
T107651,2026-04-19,2026-04-27,VOD.L,BUY,5244,296.34,JP Morgan,EQ-LDN
T107652,2026-04-24,2026-04-27,VOD.L,BUY,9350,317.46,Barclays,EQ-NY
T107653,2026-04-26,2026-04-26,GOOG,SELL,6912,163.52,Goldman Sachs,EQ-NY
T107654,2026-04-22,2026-04-28,JPM,SELL,9263,392.65,Morgan Stanley,EQ-NY
T107655,2026-04-25,2026-04-26,MSFT,BUY,7924,273.44,Citi,EQ-HK
T107656,2026-04-23,2026-04-26,TSLA,SELL,5555,69.17,Barclays,EQ-LDN
T107657,2026-04-26,2026-04-27,VOD.L,SELL,2604,129.72,Barclays,EQ-HK
T107658,2026-04-18,2026-04-26,JPM,SELL,9190,417.48,UBS,EQ-HK
T107659,2026-04-21,2026-04-28,GS,SELL,1602,205.27,JP Morgan,EQ-HK
T107660,2026-04-19,2026-04-27,AMZN,SELL,7142,398.05,UBS,EQ-NY
T107661,2026-04-23,2026-04-28,MSFT,BUY,8634,348.52,UBS,EQ-HK
T107662,2026-04-18,2026-04-28,BAC,BUY,3960,185.66,JP Morgan,EQ-HK
T107663,2026-04-25,2026-04-28,JPM,SELL,7958,107.17,JP Morgan,EQ-LDN
T107664,2026-04-18,2026-04-26,MSFT,SELL,7619,413.13,JP Morgan,EQ-NY
T107665,2026-04-22,2026-04-26,JPM,SELL,2960,339.39,UBS,EQ-LDN
T107666,2026-04-21,2026-04-26,GS,SELL,1348,185.36,Citi,EQ-NY
T107667,2026-04-24,2026-04-26,AAPL,BUY,7183,285.47,JP Morgan,EQ-LDN
T107668,2026-04-23,2026-04-27,GOOG,BUY,9500,325.36,JP Morgan,EQ-NY
T107669,2026-04-21,2026-04-26,AAPL,SELL,5110,50.95,Barclays,EQ-NY
T107670,2026-04-20,2026-04-27,MSFT,SELL,6405,351.73,UBS,EQ-HK
T107671,2026-04-26,2026-04-28,AAPL,SELL,5862,345.24,JP Morgan,EQ-LDN
T107672,2026-04-20,2026-04-27,JPM,SELL,4490,87.16,UBS,EQ-NY
T107673,2026-04-26,2026-04-26,JPM,SELL,2239,404.49,Morgan Stanley,EQ-HK
T107674,2026-04-22,2026-04-27,AAPL,BUY,9902,421.29,Goldman Sachs,EQ-LDN
T107675,2026-04-21,2026-04-26,GOOG,BUY,7435,180.57,Barclays,EQ-NY
T107676,2026-04-25,2026-04-26,GOOG,SELL,8848,123.0,Barclays,EQ-NY
T107677,2026-04-17,2026-04-27,GS,SELL,6218,358.92,UBS,EQ-NY
T107678,2026-04-18,2026-04-27,JPM,BUY,4094,105.51,JP Morgan,EQ-HK
T107679,2026-04-17,2026-04-28,MSFT,BUY,1252,436.12,UBS,EQ-LDN
T107680,2026-04-21,2026-04-28,AMZN,BUY,3844,266.06,Citi,EQ-NY
T107681,2026-04-20,2026-04-28,GOOG,SELL,3721,459.41,Goldman Sachs,EQ-NY
T107682,2026-04-17,2026-04-28,HSBA.L,BUY,5990,338.98,Barclays,EQ-LDN
T107683,2026-04-19,2026-04-28,GOOG,SELL,9264,178.29,Barclays,EQ-LDN
T107684,2026-04-17,2026-04-27,GS,SELL,4007,260.62,Goldman Sachs,EQ-LDN
T107685,2026-04-26,2026-04-28,AMZN,BUY,3828,288.21,UBS,EQ-LDN
T107686,2026-04-19,2026-04-27,TSLA,SELL,7847,416.82,Barclays,EQ-NY
T107687,2026-04-23,2026-04-28,HSBA.L,BUY,3166,437.83,JP Morgan,EQ-HK
T107688,2026-04-17,2026-04-26,GOOG,SELL,9583,357.36,UBS,EQ-LDN
T107689,2026-04-19,2026-04-28,AAPL,BUY,2960,182.39,JP Morgan,EQ-HK
T107690,2026-04-21,2026-04-26,JPM,BUY,263,287.86,Citi,EQ-HK
T107691,2026-04-18,2026-04-27,HSBA.L,BUY,1814,108.78,Citi,EQ-HK
T107692,2026-04-23,2026-04-28,GOOG,BUY,3562,153.55,Citi,EQ-LDN
T107693,2026-04-25,2026-04-27,JPM,SELL,1540,186.38,Morgan Stanley,EQ-HK
T107694,2026-04-25,2026-04-28,MSFT,BUY,5413,82.74,Goldman Sachs,EQ-HK
T107695,2026-04-22,2026-04-27,AMZN,BUY,9092,448.24,Citi,EQ-NY
T107696,2026-04-17,2026-04-28,VOD.L,BUY,6327,105.19,Barclays,EQ-LDN
T107697,2026-04-18,2026-04-28,GS,BUY,2760,363.58,Goldman Sachs,EQ-LDN
T107698,2026-04-24,2026-04-26,TSLA,SELL,1790,277.55,Goldman Sachs,EQ-LDN
T107699,2026-04-19,2026-04-27,AAPL,BUY,333,426.4215,JP Morgan,EQ-LDN
T107700,2026-04-23,2026-04-27,HSBA.L,SELL,1976,383.47,Barclays,EQ-LDN
T107701,2026-04-21,2026-04-27,TSLA,SELL,9253,391.88,Morgan Stanley,EQ-NY
T107702,2026-04-17,2026-04-27,GS,SELL,3470,238.26,Goldman Sachs,EQ-HK
T107703,2026-04-21,2026-04-27,TSLA,BUY,6439,425.29,JP Morgan,EQ-NY
T107704,2026-04-24,2026-04-26,AMZN,SELL,5209,92.63,Citi,EQ-HK
T107705,2026-04-22,2026-04-28,MSFT,BUY,1145,249.99,JP Morgan,EQ-LDN
T107706,2026-04-24,2026-04-26,AAPL,BUY,6191,497.58,Citi,EQ-NY
T107707,2026-04-26,2026-04-27,HSBA.L,BUY,4581,476.65,Barclays,EQ-LDN
T107708,2026-04-20,2026-04-27,AMZN,SELL,4559,87.0,UBS,EQ-LDN
T107709,2026-04-23,2026-04-28,AMZN,BUY,8133,307.84,UBS,EQ-HK
T107710,2026-04-20,2026-04-26,JPM,SELL,6517,192.04,Morgan Stanley,EQ-HK
T107711,2026-04-24,2026-04-28,MSFT,SELL,1507,377.81,Citi,EQ-HK
T107712,2026-04-22,2026-04-28,VOD.L,SELL,307,381.1,JP Morgan,EQ-NY
T107713,2026-04-22,2026-04-26,MSFT,SELL,4470,50.04,UBS,EQ-HK
T107714,2026-04-25,2026-04-28,MSFT,BUY,7250,430.62,Goldman Sachs,EQ-LDN
T107715,2026-04-17,2026-04-26,AMZN,BUY,8787,150.61,Morgan Stanley,EQ-HK
T107716,2026-04-25,2026-04-26,VOD.L,BUY,1001,484.66,Citi,EQ-HK
T107717,2026-04-23,2026-04-27,GOOG,BUY,7183,457.44,Goldman Sachs,EQ-HK
T107718,2026-04-23,2026-04-28,JPM,BUY,1849,135.8,UBS,EQ-HK
T107719,2026-04-23,2026-04-27,MSFT,SELL,8751,336.35,JP Morgan,EQ-LDN
T107720,2026-04-21,2026-04-28,GOOG,SELL,4589,183.36,UBS,EQ-HK
T107721,2026-04-25,2026-04-28,VOD.L,SELL,9208,96.34,Morgan Stanley,EQ-LDN
T107722,2026-04-21,2026-04-27,MSFT,BUY,6682,443.3,Citi,EQ-NY
T107723,2026-04-20,2026-04-27,AAPL,SELL,8130,131.37,Morgan Stanley,EQ-NY
T107724,2026-04-17,2026-04-27,GOOG,BUY,4834,239.44,Goldman Sachs,EQ-LDN
T107725,2026-04-24,2026-04-26,GOOG,SELL,4765,465.89,Goldman Sachs,EQ-NY
T107726,2026-04-19,2026-04-28,AAPL,SELL,2294,83.91,Morgan Stanley,EQ-HK
T107727,2026-04-25,2026-04-26,GOOG,SELL,7226,297.76,Goldman Sachs,EQ-HK
T107728,2026-04-19,2026-04-28,TSLA,BUY,1059,307.46,Barclays,EQ-HK
T107729,2026-04-22,2026-04-28,MSFT,BUY,8685,393.38,Citi,EQ-NY
T107730,2026-04-25,2026-04-26,HSBA.L,BUY,4638,422.21,Morgan Stanley,EQ-LDN
T107731,2026-04-20,2026-04-26,GOOG,BUY,4158,240.86,Citi,EQ-NY
T107732,2026-04-25,2026-04-28,GS,SELL,4942,384.66,Goldman Sachs,EQ-NY
T107733,2026-04-21,2026-04-27,BAC,BUY,2277,459.7,Citi,EQ-LDN
T107734,2026-04-17,2026-04-27,VOD.L,BUY,1899,448.82,UBS,EQ-LDN
T107735,2026-04-24,2026-04-27,GS,SELL,7670,275.82,JP Morgan,EQ-NY
T107736,2026-04-18,2026-04-27,AAPL,SELL,8796,323.16,Barclays,EQ-NY
T107737,2026-04-24,2026-04-28,MSFT,SELL,819,352.76,Barclays,EQ-LDN
T107738,2026-04-24,2026-04-27,MSFT,BUY,2087,418.6,JP Morgan,EQ-LDN
T107739,2026-04-22,2026-04-27,GS,SELL,5873,278.48,JP Morgan,EQ-NY
T107740,2026-04-20,2026-04-27,GOOG,SELL,10082,100.36,Citi,EQ-HK
T107741,2026-04-19,2026-04-28,VOD.L,BUY,2978,223.39,Citi,EQ-HK
T107742,2026-04-20,2026-04-26,MSFT,SELL,8925,374.09,UBS,EQ-HK
T107743,2026-04-18,2026-04-27,GOOG,BUY,2520,330.71,Citi,EQ-LDN
T107744,2026-04-22,2026-04-28,AAPL,BUY,1424,389.07,JP Morgan,EQ-HK
T107745,2026-04-17,2026-04-28,TSLA,BUY,1108,274.98,Barclays,EQ-HK
T107746,2026-04-24,2026-04-27,JPM,SELL,9431,128.48,UBS,EQ-LDN
T107747,2026-04-21,2026-04-26,VOD.L,SELL,503,101.84,JP Morgan,EQ-LDN
T107748,2026-04-22,2026-04-26,AAPL,SELL,6333,266.57,UBS,EQ-LDN
T107749,2026-04-23,2026-04-26,AMZN,BUY,8987,142.58,UBS,EQ-HK
T107750,2026-04-25,2026-04-28,MSFT,SELL,9199,492.02,Citi,EQ-HK
T107751,2026-04-20,2026-04-27,BAC,BUY,6872,139.44,Citi,EQ-HK
T107752,2026-04-22,2026-04-27,GOOG,SELL,6690,305.05,Goldman Sachs,EQ-HK
T107753,2026-04-23,2026-04-28,AMZN,BUY,220,50.8,JP Morgan,EQ-LDN
T107754,2026-04-19,2026-04-27,GS,BUY,6560,164.14,Citi,EQ-HK
T107755,2026-04-18,2026-04-27,MSFT,BUY,6381,166.61,Goldman Sachs,EQ-LDN
T107756,2026-04-18,2026-04-26,TSLA,BUY,5962,382.09,Citi,EQ-NY
T107757,2026-04-24,2026-04-27,AMZN,BUY,2965,273.03,Barclays,EQ-NY
T107758,2026-04-24,2026-04-27,HSBA.L,BUY,3831,55.44,UBS,EQ-NY
T107759,2026-04-22,2026-04-28,GOOG,BUY,3691,220.63,Barclays,EQ-HK
T107760,2026-04-22,2026-04-28,AMZN,BUY,4586,340.15,UBS,EQ-LDN
T107761,2026-04-17,2026-04-26,TSLA,BUY,7272,336.52,JP Morgan,EQ-NY
T107762,2026-04-25,2026-04-28,VOD.L,BUY,2514,74.25,Morgan Stanley,EQ-LDN
T107763,2026-04-26,2026-04-26,GS,BUY,9132,468.01,JP Morgan,EQ-HK
T107764,2026-04-19,2026-04-26,JPM,BUY,6735,161.15,UBS,EQ-HK
T107765,2026-04-24,2026-04-27,AAPL,SELL,2905,451.19,Morgan Stanley,EQ-NY
T107766,2026-04-26,2026-04-26,GOOG,SELL,6765,146.04,Morgan Stanley,EQ-NY
T107767,2026-04-26,2026-04-27,BAC,BUY,5461,305.53,JP Morgan,EQ-NY
T107768,2026-04-25,2026-04-26,HSBA.L,SELL,1565,232.74,Barclays,EQ-HK
T107769,2026-04-21,2026-04-28,AMZN,BUY,503,311.61,JP Morgan,EQ-HK
T107770,2026-04-21,2026-04-28,GOOG,SELL,6670,274.04,UBS,EQ-NY
T107771,2026-04-24,2026-04-28,VOD.L,BUY,8704,50.92,Barclays,EQ-HK
T107772,2026-04-23,2026-04-26,GS,SELL,9829,208.1,UBS,EQ-HK
T107773,2026-04-25,2026-04-26,TSLA,BUY,4349,55.05,Citi,EQ-NY
T107774,2026-04-25,2026-04-27,JPM,SELL,6446,357.51,Citi,EQ-HK
T107775,2026-04-20,2026-04-27,GOOG,BUY,8508,434.07,Barclays,EQ-HK
T107776,2026-04-26,2026-04-27,BAC,SELL,6725,223.12,Goldman Sachs,EQ-LDN
T107777,2026-04-20,2026-04-27,AAPL,SELL,9316,286.16,Barclays,EQ-LDN
T107778,2026-04-26,2026-04-26,AAPL,SELL,2913,79.63,Goldman Sachs,EQ-LDN
T107779,2026-04-21,2026-04-26,JPM,BUY,905,223.34,UBS,EQ-HK
T107780,2026-04-24,2026-04-27,HSBA.L,SELL,3449,112.49,JP Morgan,EQ-HK
T107781,2026-04-19,2026-04-26,BAC,SELL,7461,79.12,UBS,EQ-LDN
T107782,2026-04-21,2026-04-26,VOD.L,BUY,2916,127.41,JP Morgan,EQ-LDN
T107783,2026-04-25,2026-04-26,BAC,BUY,9563,441.88,Citi,EQ-LDN
T107784,2026-04-19,2026-04-26,VOD.L,SELL,6331,491.99,Goldman Sachs,EQ-NY
T107785,2026-04-22,2026-04-27,HSBA.L,BUY,8725,445.65,JP Morgan,EQ-LDN
T107786,2026-04-19,2026-04-27,VOD.L,SELL,7520,486.35,UBS,EQ-LDN
T107787,2026-04-19,2026-04-26,GS,SELL,8720,378.86,UBS,EQ-LDN
T107788,2026-04-21,2026-04-28,BAC,BUY,9479,121.87,UBS,EQ-NY
T107789,2026-04-25,2026-04-27,TSLA,SELL,4357,303.43,Barclays,EQ-NY
T107790,2026-04-19,2026-04-27,TSLA,SELL,2412,379.22,UBS,EQ-HK
T107791,2026-04-21,2026-04-28,AMZN,BUY,2095,281.06,Barclays,EQ-LDN
T107792,2026-04-21,2026-04-27,BAC,BUY,5095,299.6,Morgan Stanley,EQ-LDN
T107793,2026-04-19,2026-04-28,HSBA.L,SELL,1842,313.79,Goldman Sachs,EQ-HK
T107794,2026-04-26,2026-04-28,BAC,SELL,9634,260.08,Morgan Stanley,EQ-LDN
T107795,2026-04-25,2026-04-26,AAPL,SELL,1255,180.76,Morgan Stanley,EQ-HK
T107796,2026-04-18,2026-04-27,GS,BUY,3304,336.66,Barclays,EQ-LDN
T107797,2026-04-19,2026-04-28,AAPL,SELL,8685,74.08,Barclays,EQ-LDN
T107798,2026-04-20,2026-04-26,GOOG,SELL,6863,126.92,Goldman Sachs,EQ-LDN
T107799,2026-04-20,2026-04-27,MSFT,SELL,7047,466.37,Goldman Sachs,EQ-HK
T107800,2026-04-22,2026-04-26,AMZN,BUY,7302,269.97,Citi,EQ-HK
T107801,2026-04-25,2026-04-26,JPM,SELL,4917,419.76,Goldman Sachs,EQ-HK
T107802,2026-04-21,2026-04-28,GOOG,SELL,2140,378.8247,UBS,EQ-HK
T107803,2026-04-17,2026-04-27,GOOG,BUY,2178,194.32,UBS,EQ-HK
T107804,2026-04-24,2026-04-26,BAC,BUY,2964,411.64,Goldman Sachs,EQ-NY
T107805,2026-04-23,2026-04-28,GOOG,SELL,5929,91.1,Barclays,EQ-HK
T107806,2026-04-17,2026-04-28,MSFT,BUY,6349,443.74,Morgan Stanley,EQ-LDN
T107807,2026-04-25,2026-04-26,GOOG,SELL,7542,356.25,Goldman Sachs,EQ-NY
T107808,2026-04-25,2026-04-26,BAC,SELL,5315,467.18,Citi,EQ-NY
T107809,2026-04-19,2026-04-28,AAPL,BUY,5212,452.98,Goldman Sachs,EQ-NY
T107810,2026-04-19,2026-04-26,GOOG,SELL,7037,221.12,Morgan Stanley,EQ-NY
T107811,2026-04-17,2026-04-26,JPM,SELL,4356,435.57,JP Morgan,EQ-HK
T107812,2026-04-21,2026-04-27,GS,SELL,9621,303.36,Goldman Sachs,EQ-LDN
T107813,2026-04-22,2026-04-28,GS,SELL,9938,120.7,Goldman Sachs,EQ-HK
T107814,2026-04-19,2026-04-26,VOD.L,SELL,7991,423.3,UBS,EQ-HK
T107815,2026-04-23,2026-04-28,AMZN,BUY,6439,458.56,Morgan Stanley,EQ-NY
T107816,2026-04-23,2026-04-27,MSFT,SELL,2485,88.05,Citi,EQ-HK
T107817,2026-04-22,2026-04-28,TSLA,SELL,5529,471.0937,Goldman Sachs,EQ-NY
T107818,2026-04-26,2026-04-28,MSFT,BUY,5398,320.57,Citi,EQ-HK
T107819,2026-04-26,2026-04-28,VOD.L,BUY,3405,61.65,Goldman Sachs,EQ-NY
T107820,2026-04-25,2026-04-27,JPM,BUY,3420,293.81,JP Morgan,EQ-NY
T107821,2026-04-19,2026-04-27,AAPL,BUY,6375,408.54,Morgan Stanley,EQ-NY
T107822,2026-04-20,2026-04-28,TSLA,BUY,6492,289.93,Goldman Sachs,EQ-NY
T107823,2026-04-17,2026-04-28,BAC,BUY,3626,368.26,JP Morgan,EQ-HK
T107824,2026-04-18,2026-04-27,BAC,BUY,6742,445.81,Goldman Sachs,EQ-HK
T107825,2026-04-22,2026-04-26,AMZN,BUY,5014,441.39,Barclays,EQ-LDN
T107826,2026-04-25,2026-04-27,TSLA,SELL,9563,130.49,JP Morgan,EQ-LDN
T107827,2026-04-20,2026-04-28,BAC,SELL,1387,242.21,Citi,EQ-NY
T107828,2026-04-19,2026-04-26,AMZN,BUY,5044,100.02,Barclays,EQ-LDN
T107829,2026-04-20,2026-04-26,JPM,SELL,460,317.79,Goldman Sachs,EQ-LDN
T107830,2026-04-20,2026-04-26,TSLA,SELL,2074,479.63,JP Morgan,EQ-NY
T107831,2026-04-22,2026-04-27,JPM,SELL,3564,131.83,Morgan Stanley,EQ-NY
T107832,2026-04-25,2026-04-27,BAC,SELL,2326,231.63,Citi,EQ-NY
T107833,2026-04-21,2026-04-27,GS,SELL,5144,479.31,UBS,EQ-LDN
T107834,2026-04-23,2026-04-27,MSFT,BUY,5725,387.55,Goldman Sachs,EQ-NY
T107835,2026-04-17,2026-04-28,MSFT,BUY,1950,82.03,JP Morgan,EQ-LDN
T107836,2026-04-25,2026-04-26,JPM,SELL,6032,242.79,Barclays,EQ-NY
T107837,2026-04-18,2026-04-28,GS,BUY,4005,494.55,JP Morgan,EQ-NY
T107838,2026-04-20,2026-04-27,AMZN,SELL,3875,253.96,Morgan Stanley,EQ-HK
T107839,2026-04-21,2026-04-27,AAPL,SELL,917,333.23,JP Morgan,EQ-HK
T107840,2026-04-22,2026-04-28,AAPL,SELL,2246,365.44,Barclays,EQ-NY
T107841,2026-04-24,2026-04-26,HSBA.L,BUY,7874,348.77,Goldman Sachs,EQ-HK
T107842,2026-04-17,2026-04-26,VOD.L,SELL,8472,283.42,Citi,EQ-HK
T107843,2026-04-17,2026-04-27,GOOG,SELL,7196,109.76,Barclays,EQ-HK
T107844,2026-04-23,2026-04-27,HSBA.L,SELL,7933,368.79,Citi,EQ-HK
T107845,2026-04-24,2026-04-27,AAPL,BUY,4569,470.0,Citi,EQ-LDN
T107846,2026-04-19,2026-04-27,GS,SELL,6055,473.76,Barclays,EQ-HK
T107847,2026-04-24,2026-04-26,MSFT,BUY,4819,317.03,Barclays,EQ-NY
T107848,2026-04-20,2026-04-28,MSFT,SELL,7950,271.49,UBS,EQ-HK
T107849,2026-04-20,2026-04-26,AAPL,SELL,6114,200.28,Citi,EQ-NY
T107850,2026-04-20,2026-04-28,AAPL,SELL,5058,96.61,Goldman Sachs,EQ-LDN
T107851,2026-04-20,2026-04-27,VOD.L,BUY,6365,447.4,UBS,EQ-NY
T107852,2026-04-25,2026-04-27,AAPL,SELL,541,111.67,Citi,EQ-NY
T107853,2026-04-17,2026-04-28,JPM,SELL,7984,179.58,JP Morgan,EQ-HK
T107854,2026-04-24,2026-04-27,BAC,SELL,9954,383.18,Goldman Sachs,EQ-NY
T107855,2026-04-17,2026-04-26,GOOG,SELL,7758,367.14,Goldman Sachs,EQ-NY
T107856,2026-04-18,2026-04-27,AMZN,SELL,9162,356.46,Citi,EQ-LDN
T107857,2026-04-24,2026-04-27,GOOG,SELL,3312,383.77,JP Morgan,EQ-LDN
T107858,2026-04-25,2026-04-27,GOOG,BUY,9948,293.89,JP Morgan,EQ-HK
T107859,2026-04-18,2026-04-27,HSBA.L,SELL,1996,119.73,Barclays,EQ-LDN
T107860,2026-04-17,2026-04-26,AAPL,BUY,1189,499.26,Citi,EQ-LDN
T107861,2026-04-18,2026-04-28,JPM,SELL,8774,451.46,Citi,EQ-NY
T107862,2026-04-23,2026-04-27,HSBA.L,BUY,408,244.02,Goldman Sachs,EQ-HK
T107863,2026-04-18,2026-04-27,HSBA.L,SELL,8884,288.65,Morgan Stanley,EQ-HK
T107864,2026-04-24,2026-04-26,BAC,BUY,1118,227.1,Citi,EQ-NY
T107865,2026-04-20,2026-04-26,BAC,SELL,4593,337.09,Barclays,EQ-LDN
